Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2018,5.9,5.8,5.8,5.8,5.8,5.8,5.794657
1976,5.4,6.8,5.9,6.1,6.0,6.6,6.5574656
2017,5.7,5.6,3.7,4.6,4.4,3.7,3.8416376
1957,6.0,5.8,6.9,6.4,6.0,5.9,6.3087635
1998,5.7,5.4,6.1,6.0,6.1,4.5,5.158992
2008,5.7,5.9,4.2,4.2,5.1,6.1,4.4054155
1947,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
1994,5.6,5.8,5.2,5.2,5.1,4.5,4.6861534
2013,5.7,4.9,5.2,6.1,3.8,5.1,4.2474155
1984,6.0,5.8,5.8,6.0,5.8,5.7,5.8009863
1987,5.5,5.4,5.8,6.0,6.6,6.6,6.0771346
2006,5.4,5.7,3.1,3.1,5.4,3.1,2.837468
1981,6.0,5.6,6.4,6.6,6.6,6.7,6.85267
1995,5.9,5.4,4.0,6.2,5.4,5.7,4.9067206
2017,5.5,5.8,5.8,5.8,5.8,5.8,5.789978
1949,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
2016,6.0,5.4,5.6,5.5,5.9,5.9,5.568768
2005,5.6,6.7,6.8,7.3,6.5,7.4,7.174677
1992,7.1,6.8,6.3,6.6,5.7,6.4,6.9890127
1954,6.0,5.8,5.8,5.5,5.8,5.9,5.734956
1987,5.6,5.8,5.8,5.8,5.9,5.9,5.7907867
1960,6.0,5.8,5.8,5.8,5.8,5.8,5.78126
1990,5.3,5.9,6.2,5.3,5.6,5.6,5.602144
1947,6.0,5.8,5.7,6.0,5.9,5.9,5.7757435
1990,5.7,5.6,5.0,5.7,5.8,5.3,5.0544767
1937,6.0,5.7,6.0,6.2,6.2,6.7,6.6513186
1990,5.6,5.8,5.2,5.7,5.1,5.2,5.2040267
2007,5.6,6.4,6.6,6.9,6.5,6.2,6.8766375
1993,6.6,4.2,6.1,6.1,6.1,5.9,5.9178824
2011,5.7,4.9,4.5,2.5,5.5,2.5,2.6520712
2017,6.0,6.4,6.5,6.3,6.4,6.7,6.7224946
1952,6.6,5.7,6.0,6.0,6.8,6.4,6.69417
1977,6.2,5.8,6.7,6.3,6.7,5.9,6.4218864
1944,6.0,5.8,6.0,5.6,5.9,5.9,5.67171
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1970,5.7,6.7,5.9,5.3,6.2,5.9,6.5472617
1976,5.9,5.8,6.6,7.0,6.1,6.0,6.5190725
2012,5.6,5.6,6.6,6.6,6.6,6.8,6.7130847
2019,6.0,5.8,5.3,6.0,6.4,5.9,5.708259
2013,6.0,6.5,7.1,6.5,6.5,6.5,6.878532
1947,6.0,5.8,6.1,5.8,5.9,5.9,5.772613
1967,5.9,6.1,6.6,7.1,6.2,5.9,6.8611383
1949,6.5,5.7,6.2,6.0,6.0,5.9,6.2423415
2018,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1968,6.2,5.5,6.6,6.7,6.2,5.9,6.611285
1999,6.0,6.0,6.9,6.6,6.6,6.6,6.9253054
1965,6.0,5.7,6.2,6.1,6.3,6.0,6.252193
1986,5.9,5.8,5.8,6.3,6.6,5.2,5.9457765
2014,6.0,6.1,7.5,7.0,5.6,7.5,7.32894
2004,5.6,5.8,5.8,6.2,5.8,6.1,5.8797684
1955,5.6,5.8,5.8,5.7,6.0,5.8,5.769213
2019,5.9,6.0,5.4,5.1,5.8,6.1,5.6448483
1967,6.0,5.8,5.8,6.0,5.8,5.9,5.775127
1982,6.0,5.4,6.4,5.7,5.8,6.3,6.088277
1994,5.9,6.9,5.4,5.9,6.3,5.6,6.709821
1974,6.4,5.8,5.9,6.0,5.9,5.9,5.8651643
2016,6.0,6.0,6.2,6.5,6.0,4.9,5.938395
1955,5.5,5.8,5.8,5.8,5.8,5.8,5.7625947
2011,5.7,6.2,5.3,5.4,6.0,6.0,5.9104857
2007,6.0,6.0,6.2,6.9,6.9,6.8,6.942805
1992,5.7,5.8,5.1,5.8,5.9,5.3,5.704822
2015,5.7,5.8,5.8,5.8,5.8,4.7,5.7937493
2016,6.5,7.3,5.7,5.9,5.8,5.9,7.0755935
1973,6.0,5.6,6.5,6.3,7.3,6.2,7.1249385
1954,6.0,5.8,5.8,5.9,5.8,5.8,5.7805924
1985,5.6,5.7,5.5,5.5,5.5,6.4,5.4837365
1975,6.1,5.6,6.0,6.8,6.5,6.2,6.6553473
2019,5.7,5.8,5.8,4.3,5.8,5.9,5.9715366
1951,6.0,5.8,5.9,5.9,5.9,6.1,5.7867393
2002,5.6,5.8,5.8,5.8,5.8,5.9,5.816866
2008,6.4,6.6,7.4,6.0,5.9,5.9,7.3576555
2014,5.7,5.4,2.9,2.9,4.8,2.9,2.864501
1989,6.0,5.8,5.8,6.0,5.9,5.9,5.7779355
1974,6.0,5.8,5.8,6.3,5.8,6.1,5.884218
1963,5.6,5.8,6.2,5.8,5.8,6.0,5.799823
1986,5.9,5.4,6.1,5.6,6.6,5.9,6.093717
2011,5.9,6.8,6.6,6.1,5.6,7.0,6.7721877
1932,6.0,5.8,5.8,5.8,5.9,5.8,5.7917
2015,4.5,4.0,4.0,4.0,5.1,4.0,3.8978508
2019,6.4,5.7,8.2,6.0,5.9,5.9,8.400692
1975,6.3,6.7,7.2,6.3,7.4,7.4,7.429857
2019,6.0,5.8,5.8,7.2,5.8,5.8,6.071257
1935,6.0,5.7,5.8,6.0,5.9,5.9,5.9163933
1983,6.3,4.9,4.9,5.8,6.3,5.7,5.9942718
1970,5.7,6.7,6.5,6.4,6.3,5.9,6.9036384
1936,6.0,5.8,5.9,5.8,5.9,5.9,5.793161
1971,5.8,6.2,6.2,6.2,6.2,6.4,6.7478666
1984,6.6,6.7,6.1,5.6,6.2,5.6,6.6737647
1993,5.6,5.4,5.9,5.4,5.6,6.2,5.433356
2020,5.8,5.8,5.8,6.0,5.9,5.9,5.7930984
2013,6.5,5.4,5.2,5.4,5.8,5.0,5.2555957
1953,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
2005,5.7,5.7,4.7,5.0,6.5,5.7,5.0644197
2017,5.8,5.0,5.8,5.3,6.0,5.7,5.2774234
1955,6.2,5.7,6.6,6.0,6.4,6.2,6.6388955
2002,5.7,5.8,5.8,5.8,5.6,5.8,5.8293943
2011,6.0,6.4,6.7,6.8,6.7,6.7,6.8026996
1940,6.0,5.8,5.8,5.9,5.9,5.4,5.813181
1950,6.0,5.8,6.6,6.6,6.8,6.6,6.7288575
2000,6.0,5.7,4.6,6.5,5.6,6.0,5.441288
2017,5.9,4.4,6.1,5.6,5.9,5.1,4.794942
1931,6.0,5.8,5.7,6.0,5.9,5.9,5.78404
2020,5.7,5.8,5.8,5.8,5.8,5.9,5.7935915
1973,6.0,5.8,6.6,7.0,5.1,5.8,6.252228
1973,5.6,5.8,5.5,5.8,6.1,5.9,5.815959
1942,6.0,5.8,6.4,5.8,6.0,5.8,5.868855
1999,6.1,6.3,5.5,4.8,5.1,5.3,5.3493495
1997,5.6,5.9,6.4,6.3,5.1,5.9,6.113684
2014,6.1,5.7,5.7,5.7,5.7,5.5,5.617758
2000,6.1,5.8,7.3,6.4,6.9,6.9,6.9726515
2005,5.6,5.8,5.8,5.8,5.9,5.9,5.8074956
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1978,6.1,5.8,5.8,6.2,6.2,6.1,5.9182296
1942,6.1,5.8,5.8,5.8,5.9,5.9,5.7872477
1961,5.6,5.8,5.8,5.6,6.4,5.9,5.821842
2001,6.0,6.2,6.8,6.7,6.4,7.0,7.0177836
2017,6.0,5.8,5.8,6.2,5.8,5.8,5.811142
2011,6.2,6.0,5.8,5.8,6.0,4.7,5.869632
2012,5.7,5.7,4.4,5.0,4.9,5.1,4.577154
1984,5.7,5.8,5.8,5.8,5.8,5.8,5.808875
2000,6.1,5.8,5.9,6.0,5.9,5.9,5.807265
1972,6.0,5.7,6.5,6.1,6.3,6.0,6.4468617
1983,6.3,5.7,5.5,6.3,5.5,5.6,5.726598
1964,6.0,5.8,6.4,5.8,5.8,5.8,5.793324
1960,6.1,6.2,6.7,6.1,6.0,6.6,6.814743
1949,6.0,5.8,5.8,6.6,5.9,5.9,5.8938036
1970,6.3,5.8,6.0,6.3,6.5,6.0,6.0881295
1992,5.6,5.8,5.8,5.9,5.8,6.3,5.8035555
1970,6.1,5.7,6.0,5.8,6.1,5.8,5.9542093
1969,5.9,7.5,7.2,6.3,6.3,7.4,7.61568
1934,6.0,5.8,5.8,5.9,5.9,5.9,5.793161
2019,6.0,5.8,5.8,6.2,5.8,5.8,5.8061876
1979,5.6,5.8,5.6,6.0,5.9,5.9,5.7563806
2017,5.6,5.1,5.1,6.0,6.4,6.7,5.4660115
1995,5.5,4.9,6.1,5.3,5.7,6.3,5.4207215
1933,6.0,5.8,5.7,5.8,5.8,5.8,5.7922873
2006,5.7,5.8,6.0,5.8,5.7,5.8,5.8194146
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1943,6.0,5.8,5.9,6.2,5.9,5.8,5.8024316
2000,5.3,5.8,5.8,5.8,5.0,5.8,5.741361
1935,6.0,5.8,6.2,5.8,5.8,5.8,5.787974
1949,6.0,5.8,6.1,5.9,5.9,5.9,5.779232
1971,7.0,6.8,6.5,6.3,6.1,6.5,7.2015038
2011,6.0,6.9,5.5,5.4,5.7,7.0,6.78784
1932,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1963,6.4,5.8,6.2,6.0,5.9,5.9,5.878333
1972,6.1,5.6,6.7,6.0,6.0,6.0,6.453194
2019,5.9,5.8,6.0,6.2,5.5,5.7,5.8051558
1964,5.7,5.7,6.3,8.2,8.0,6.6,8.207076
1958,6.1,5.8,5.6,6.4,6.4,5.9,5.8861804
2005,5.6,5.8,5.8,5.8,5.8,5.7,5.7844634
1915,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1987,5.5,6.5,5.9,5.7,6.1,5.7,6.1432586
1953,6.1,5.8,5.8,5.9,6.3,5.8,5.815965
1985,5.6,5.7,5.6,5.6,5.6,5.4,5.121108
1980,5.5,6.0,6.0,5.9,6.0,5.3,5.855315
2002,5.5,5.6,3.5,5.7,3.5,5.4,3.3603156
2021,6.0,5.8,5.6,5.8,5.6,5.2,5.639293
2018,5.9,5.7,5.7,5.7,5.7,5.7,5.7268715
2019,5.7,5.8,6.1,4.5,5.7,5.9,5.70904
1997,6.0,5.8,5.8,6.0,5.9,5.9,5.8107886
2016,6.0,7.4,7.3,6.2,7.6,6.4,7.3737664
2013,5.9,4.4,5.8,5.4,3.9,5.8,4.441482
1965,6.2,5.8,6.0,5.9,6.2,6.1,5.891168
1972,5.3,5.8,5.9,6.6,6.1,6.6,6.1446514
1960,6.0,5.8,5.8,5.8,5.8,6.1,5.779576
2016,6.6,8.4,8.0,6.9,7.2,8.4,8.288157
1958,6.1,5.9,6.3,7.3,6.3,6.0,7.1472692
2005,6.0,5.8,5.8,5.8,5.8,5.9,5.807213
1984,6.0,5.8,5.8,6.0,5.9,5.9,5.8050766
2005,5.7,5.9,4.1,5.0,5.0,5.7,4.7618628
2015,5.8,5.8,5.8,6.0,5.9,5.9,5.7943273
1953,5.7,5.7,6.5,6.4,6.0,6.0,6.3862224
2018,6.0,5.8,6.9,6.9,6.9,6.9,6.7889457
1979,5.6,5.8,5.8,6.0,5.9,5.8,5.786493
1935,6.0,5.8,6.0,5.8,5.9,5.9,5.7912865
1993,5.5,5.6,5.7,5.3,4.8,5.9,5.267273
2002,5.7,5.8,5.8,6.0,5.9,5.9,5.8160763
1942,6.0,5.8,5.9,5.8,5.9,5.9,5.791911
2002,6.0,5.8,5.8,4.8,5.8,5.5,5.7396955
1987,5.6,5.8,5.8,5.8,5.8,5.9,5.79052
1938,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1996,5.6,6.0,5.2,4.6,4.9,5.5,4.772014
2019,5.9,5.8,5.3,6.0,5.9,5.9,5.768653
2018,6.0,6.0,6.1,5.8,5.9,6.2,6.161993
1982,6.0,5.6,6.2,6.3,6.5,7.0,6.942008
1992,5.7,5.8,5.8,6.0,5.5,5.5,5.825505
2017,6.2,5.8,7.1,5.8,5.9,5.9,6.1853094
2013,5.8,5.8,5.1,4.4,4.4,4.4,4.4687066
2006,5.7,5.5,5.7,6.4,6.3,5.6,5.9291615
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
1964,5.6,6.3,5.6,6.1,6.3,5.8,6.050787
1946,6.0,5.8,6.0,6.4,6.2,5.8,5.9436927
1983,6.2,8.2,7.1,6.3,6.2,5.8,8.262236
1960,6.4,6.4,6.0,6.6,6.0,6.5,6.8565598
1935,6.0,5.8,5.8,6.0,5.9,5.9,5.7884727
1963,5.6,5.8,5.9,5.8,6.0,6.5,5.87434
2021,6.0,5.8,6.0,6.8,5.9,6.2,5.982506
2019,6.0,5.8,5.4,6.6,6.2,5.9,5.9121737
1981,5.6,5.8,6.2,6.3,5.8,5.9,5.8870826
2010,5.8,4.5,5.6,5.3,5.1,5.6,4.7211366
1987,5.3,5.8,5.5,6.6,5.8,5.8,5.8584743
1931,6.0,5.8,5.8,5.8,6.0,5.8,5.810785
1984,5.5,5.9,5.4,5.3,6.3,6.6,5.876327
1977,5.6,6.0,6.9,6.1,6.7,6.6,6.8938417
2004,5.7,5.8,6.3,6.2,5.4,4.9,5.584281
2003,5.7,5.8,5.7,5.9,5.6,5.3,5.7560816
1972,5.8,5.8,5.9,5.9,6.2,6.0,5.85426
2004,5.8,5.8,6.1,5.0,5.5,5.8,5.8078938
2017,5.8,5.8,5.8,5.7,5.8,5.8,5.7858467
1992,5.6,5.8,5.8,4.9,5.5,5.8,5.832603
1995,4.6,6.0,5.4,5.7,5.2,5.3,5.1131363
1939,5.8,5.4,5.8,5.2,5.6,5.5,4.690699
2006,5.4,7.2,7.6,6.6,5.0,6.2,7.496301
2016,5.2,4.4,4.5,4.8,5.1,4.4,4.4977837
2017,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
2002,6.0,4.8,6.4,6.8,6.3,6.8,6.661037
2007,6.2,7.8,7.2,5.7,7.0,7.8,7.915465
2011,5.8,5.8,5.8,6.1,5.9,5.8,5.7929993
2008,5.7,5.8,5.8,6.1,5.8,5.8,5.8015585
1997,5.7,5.8,5.8,5.8,5.8,5.8,5.814837
1970,6.3,5.7,5.6,5.9,5.6,6.5,5.808771
1948,5.9,5.8,5.8,5.8,5.8,5.8,5.783394
2003,6.4,5.8,5.8,5.8,5.9,5.9,5.839524
2009,6.0,8.1,7.3,6.6,8.1,8.1,8.363181
1984,6.1,5.6,6.0,5.8,5.8,5.9,5.8476477
2019,6.0,5.9,6.5,7.1,7.1,7.1,6.962902
1963,6.0,6.0,7.0,5.7,6.4,6.4,6.7927203
2008,7.0,5.7,7.9,7.9,5.9,5.9,8.209463
1988,6.0,5.8,6.6,7.0,5.8,5.8,6.2920017
2017,5.7,5.8,5.9,6.0,5.9,5.9,5.7952847
1952,6.1,5.8,6.2,5.8,5.8,6.0,5.804646
2016,7.0,6.4,6.4,6.4,6.4,6.4,6.7580028
1999,5.7,5.8,5.3,6.0,5.9,5.9,5.781458
1960,5.5,5.8,5.8,6.0,6.4,6.0,5.768347
2005,5.7,5.8,4.6,5.8,5.8,5.8,5.686293
1993,5.7,5.5,6.6,6.0,6.4,5.4,6.179606
1980,6.4,5.7,5.8,5.3,5.6,5.8,5.612762
1987,5.4,6.0,5.2,6.4,6.2,5.9,5.896186
1974,6.0,5.8,6.6,5.8,6.1,6.1,6.2367826
1955,6.1,5.7,6.1,6.0,6.3,6.5,6.442381
1974,6.0,5.8,5.8,5.8,5.8,5.8,5.805349
1957,6.0,5.8,6.5,6.0,5.9,5.9,5.9558754
1970,5.9,7.7,7.0,6.4,6.8,6.5,7.6618233
2010,5.7,5.9,5.5,6.4,5.8,5.6,5.7895865
1989,6.0,5.7,5.6,5.9,5.9,5.8,5.643287
1974,5.6,5.8,5.8,5.8,5.9,5.9,5.7999544
1946,5.9,5.8,6.2,6.0,6.2,6.1,5.9924574
2018,6.0,5.7,6.6,7.8,7.4,7.8,7.9405274
1986,5.5,5.8,5.8,5.8,6.1,5.6,5.709981
1955,6.0,5.8,5.8,6.3,5.7,5.9,5.775265
2007,6.2,7.0,6.6,7.0,7.0,7.0,7.0178022
2016,5.9,7.8,7.8,6.4,6.1,7.8,7.8503704
1940,6.0,5.8,5.7,5.8,5.8,7.4,6.6387143
2019,5.9,6.7,7.4,6.7,6.2,7.3,7.027719
1990,5.7,5.8,5.8,5.7,5.8,5.9,5.752706
2019,5.9,5.8,5.8,5.8,6.7,5.8,5.83489
1969,5.6,5.8,5.8,6.1,5.8,6.0,5.783114
1971,5.9,6.4,6.1,6.7,6.2,6.1,6.719375
1996,6.0,5.4,6.2,5.5,6.0,6.1,5.8376403
1983,6.0,5.8,5.8,5.7,5.8,5.8,5.8017683
1993,5.7,5.4,5.4,4.9,5.1,4.2,4.2370358
2015,6.9,5.7,7.7,6.0,5.9,5.9,7.881236
1987,6.0,5.8,6.5,6.0,5.9,5.9,5.956046
1975,5.1,6.1,6.1,5.6,5.3,5.6,5.725818
1989,5.6,5.1,6.0,5.9,6.2,6.0,5.860822
2015,5.6,5.8,5.8,5.8,5.8,5.8,5.796714
2019,6.0,5.7,8.1,6.4,8.1,8.1,8.339937
2019,5.7,5.8,5.8,6.1,5.8,5.4,5.780611
1965,5.7,5.8,6.2,6.1,5.8,5.7,5.813193
2018,6.0,5.8,5.8,5.8,5.8,5.9,5.793188
1996,5.6,5.8,5.2,5.4,5.4,5.8,5.577889
1984,5.8,5.7,5.9,6.3,6.2,5.7,6.0352325
1959,5.7,5.7,6.2,6.0,5.8,6.4,6.10968
1998,6.0,5.8,5.8,5.8,5.8,5.8,5.813205
2019,5.8,5.5,5.4,5.1,6.0,3.3,3.8034098
1995,5.7,5.8,5.8,5.8,5.8,5.8,5.805841
1939,6.0,5.8,5.9,5.5,5.9,5.9,5.7561393
1981,6.0,5.8,5.9,6.0,5.9,5.9,5.8063364
1986,6.1,5.4,5.9,5.7,6.0,6.4,6.055615
2018,5.6,8.5,8.5,6.4,8.5,8.0,8.466334
2009,6.0,5.7,6.6,4.4,5.1,4.4,4.471996
2020,5.7,6.0,2.7,2.7,5.4,2.7,2.3467906
2001,6.0,5.8,5.5,6.0,5.9,5.9,5.7711387
2020,6.0,5.8,5.8,6.1,5.8,5.8,5.7903404
1978,5.5,5.4,5.7,5.7,6.0,6.0,5.6154976
2012,7.6,5.4,6.7,7.6,5.9,5.9,7.403481
1946,6.0,5.8,5.9,5.8,5.9,6.0,5.7900305
2005,5.8,4.1,5.5,4.8,5.5,6.2,4.958774
1947,6.1,5.8,5.8,5.8,5.9,5.9,5.779885
1934,6.0,5.8,5.9,6.0,5.9,5.9,5.7884727
1975,6.0,5.8,6.3,6.3,6.8,5.6,6.1851482
1987,5.9,5.7,5.3,6.3,5.8,4.7,5.3421926
2018,6.7,7.4,5.6,5.8,6.6,6.4,7.2364454
2000,5.6,5.8,5.8,5.8,5.4,5.8,5.823997
1958,6.0,5.8,6.4,6.0,5.9,6.6,6.099052
2014,6.2,5.1,5.1,6.4,6.1,5.8,5.6356354
1984,5.7,5.8,5.8,5.8,5.8,5.8,5.808875
1988,6.0,5.8,5.7,6.0,5.9,5.9,5.787204
2020,6.0,5.8,5.8,5.8,5.9,5.9,5.794333
1997,5.6,5.8,5.5,5.2,5.1,5.4,5.3374763
1999,5.6,5.7,5.4,5.2,5.3,5.3,4.791715
2018,5.7,5.8,5.8,5.7,5.8,5.8,5.786804
1999,5.3,5.8,5.8,5.8,5.0,5.3,5.6153092
1987,5.6,5.7,4.5,4.1,5.6,5.3,4.048506
1958,6.1,5.7,6.4,5.7,6.3,6.5,6.3487005
2019,5.9,5.8,5.8,5.8,5.8,5.8,5.794657
1986,5.6,5.7,4.6,6.1,5.8,5.7,5.0310483
1955,5.8,5.8,6.2,5.9,6.2,6.4,6.0399733
2002,5.3,5.7,5.8,5.2,5.7,5.9,5.5130205
1959,6.2,7.9,7.1,6.8,6.4,6.4,7.989333
1937,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
2009,5.9,5.5,4.0,5.4,5.7,4.5,4.61365
1932,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
2013,7.0,5.8,5.8,6.0,5.9,5.9,5.939388
1971,6.1,5.7,5.9,5.7,5.0,6.8,5.4628367
1990,5.6,5.8,5.8,6.0,5.1,5.1,5.541177
1985,6.0,5.8,5.6,5.8,5.1,6.0,5.710967
1955,6.0,5.8,5.8,5.8,5.8,5.8,5.7803307
2013,6.0,4.9,8.1,6.3,6.7,6.6,7.8035707
1942,6.0,5.8,5.8,6.0,5.9,5.9,5.7899995
1997,5.6,5.7,3.1,5.1,5.5,5.3,3.1818607
2016,6.2,5.8,6.2,6.2,6.4,5.8,5.972952
2017,6.1,5.8,5.8,5.8,5.8,5.8,5.788842
1980,6.2,4.7,6.9,6.2,5.5,5.8,6.237468
1959,6.0,5.8,5.8,5.8,5.8,5.9,5.7773848
2000,5.6,5.8,5.7,5.6,5.8,4.7,5.6849747
1999,5.3,5.6,5.6,5.6,4.3,5.4,4.726887
1998,5.9,7.6,6.8,6.6,5.1,6.1,7.6717386
2016,5.6,5.8,5.8,5.8,5.8,5.8,5.796714
1965,5.9,5.8,6.2,6.2,6.3,6.1,6.076434
2010,5.6,7.4,5.8,5.3,5.8,4.9,7.0669785
1991,5.7,5.6,5.0,5.0,5.2,5.6,4.6260285
1957,6.1,5.6,6.5,6.1,5.9,5.7,6.1267343
1990,6.0,5.8,5.0,6.0,5.9,5.9,5.635956
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
2003,5.7,5.8,5.3,5.4,5.8,5.8,5.779353
2019,5.3,5.8,5.8,6.5,5.4,5.9,5.855219
1933,5.9,5.8,5.9,6.4,6.3,5.8,5.937578
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1974,6.0,5.6,5.8,5.4,5.8,6.7,5.845377
2003,5.5,4.9,4.4,5.2,5.6,4.4,4.0859604
2013,5.7,4.9,4.2,5.9,5.7,4.2,4.376788
1944,5.7,5.8,5.8,5.8,5.8,5.8,5.776535
1988,5.5,5.9,6.2,6.4,5.7,5.4,5.900098
1972,6.3,4.8,7.3,5.3,6.6,5.9,6.753524
2000,5.6,5.8,5.7,5.9,5.8,5.9,5.8137164
2004,5.7,5.8,5.1,5.0,5.3,5.4,5.279507
1951,6.0,5.8,5.9,6.0,6.0,6.0,5.8080873
2021,5.8,5.8,6.8,5.8,5.8,6.0,5.9566097
1991,5.6,6.7,6.4,5.7,5.4,5.8,6.295811
1949,6.0,5.8,6.0,6.0,5.9,5.9,5.7842965
1982,5.6,5.7,5.9,6.0,5.1,4.9,5.050007
1955,6.1,5.5,6.6,6.3,6.6,6.4,6.822183
1973,5.7,5.7,5.9,6.3,6.2,6.4,6.365352
2013,5.5,5.9,4.9,4.4,4.8,5.6,4.477468
2019,5.6,5.8,6.6,4.4,5.2,5.0,4.9472284
1942,6.0,5.8,6.0,6.4,6.0,6.4,6.0628133
1982,6.2,5.8,5.8,5.1,5.3,5.3,5.6787033
1997,5.5,5.5,3.8,3.8,5.2,5.8,3.7368388
1950,6.2,6.2,6.4,6.4,6.9,6.4,7.305426
2019,5.8,5.8,5.8,6.1,6.0,6.1,5.8059726
2012,5.8,5.8,5.7,5.8,5.8,5.8,5.7983327
2014,7.0,6.6,8.0,8.0,5.9,5.9,8.000626
1956,6.1,5.5,7.3,7.9,6.2,6.1,7.599634
1993,6.0,5.8,5.8,5.0,5.9,5.8,5.872044
1964,5.7,5.8,5.9,6.0,6.4,5.8,5.8103795
1969,6.0,5.8,6.0,5.8,6.2,5.8,5.792868
1999,5.9,4.8,4.8,5.3,5.1,5.3,4.7166204
2014,5.9,6.3,6.3,5.0,6.3,5.6,6.062406
1970,5.9,5.8,5.9,6.6,5.6,6.5,6.165652
1951,5.7,5.8,5.9,5.8,6.0,6.1,5.8123865
2019,5.8,5.8,5.8,5.3,5.3,5.2,5.7132363
2017,5.5,6.6,6.2,6.1,6.2,6.1,6.478751
1937,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
1936,6.0,5.8,5.8,6.5,5.9,5.9,5.833773
1982,5.6,6.2,5.0,6.0,5.7,4.9,5.17595
2008,5.7,5.4,6.2,6.7,6.3,5.4,5.898406
1968,5.6,5.8,5.8,5.8,5.8,5.8,5.7804074
1998,5.5,6.2,4.5,5.3,5.3,5.4,5.067624
2020,5.5,6.1,6.6,6.0,5.3,6.5,6.4824486
1989,6.0,5.8,5.8,5.8,5.6,6.0,5.790402
2015,7.0,6.0,7.0,7.0,7.0,7.0,7.0036
1962,6.2,5.6,6.6,6.0,6.0,6.1,6.440475
2000,5.3,5.2,5.4,5.5,4.5,5.5,4.679723
1964,6.1,5.7,5.3,6.3,6.2,5.2,5.278775
2005,5.7,5.0,4.0,5.6,5.3,5.4,4.6315765
1947,6.0,5.8,6.6,6.4,5.8,6.2,6.1574287
1963,6.0,5.8,5.8,5.8,5.8,5.8,5.78126
2017,6.1,5.4,5.5,5.5,5.5,5.5,5.308524
2020,5.9,3.0,3.0,4.2,5.1,5.4,3.2325046
1981,5.7,6.4,6.0,5.6,5.2,6.8,6.56125
2019,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
1995,5.8,6.4,4.8,5.4,5.1,5.8,5.4071803
1947,6.0,5.6,5.9,6.8,6.0,5.9,6.4414215
1966,5.9,5.7,6.4,6.0,6.5,6.4,6.407065
2001,6.2,7.6,6.0,5.7,6.1,5.7,7.453506
2016,5.6,4.9,5.3,3.3,4.4,4.5,3.8528547
1972,5.6,5.8,5.8,5.7,5.8,5.8,5.7599273
2021,6.6,5.8,4.6,5.8,5.5,4.1,5.2522674
2019,5.8,5.8,5.8,5.8,5.8,5.8,5.7967434
1995,5.3,4.9,5.3,5.0,5.8,5.0,4.6138897
2012,5.7,5.7,5.8,5.2,5.9,5.7,5.5675235
1949,6.0,5.8,5.8,6.0,5.8,5.9,5.779917
2004,5.6,5.8,6.0,5.0,5.6,5.8,5.7744756
1948,6.0,5.8,6.0,6.0,5.9,5.9,5.7842965
2012,5.8,7.3,7.1,6.2,6.6,7.2,7.2148714
1956,6.1,5.8,7.4,6.4,6.3,6.2,6.9097805
2001,5.7,5.8,5.8,5.8,5.8,5.8,5.816227
1966,5.6,5.8,5.8,5.8,5.8,5.9,5.7745347
1990,6.0,4.6,5.4,5.5,5.8,4.5,4.912928
2019,5.1,5.8,6.0,5.8,5.8,5.8,5.813608
1991,6.0,5.6,6.0,6.4,6.3,6.1,6.1827445
1944,6.0,5.8,6.2,6.0,5.9,5.9,5.788656
1978,5.7,5.8,6.1,5.3,6.0,6.0,5.817115
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
2002,5.6,5.8,5.8,5.8,5.5,5.2,5.7457128
2020,5.7,5.8,5.8,5.8,5.8,5.8,5.796472
1998,5.6,5.8,4.7,5.8,6.0,5.4,5.544758
1981,6.1,5.8,6.3,5.3,5.1,5.8,5.820033
1992,5.6,5.8,5.8,6.1,5.8,5.9,5.8171725
1984,5.6,6.2,4.9,5.7,5.7,5.7,5.651482
2017,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1993,5.6,5.6,5.3,5.3,5.8,5.2,4.957605
1981,5.6,5.7,5.0,5.3,5.7,6.0,4.9081407
1999,5.7,5.8,5.8,6.0,5.9,5.9,5.8188014
1978,6.1,5.4,6.4,6.3,6.6,6.8,6.759771
1991,5.6,5.7,5.8,5.7,5.4,4.7,4.8163657
